Date,Open,High,Low,Close,Volume
1984-09-07,0.0998239,0.101049,0.0986188,0.0998239,98594718.564571
1984-09-10,0.0998239,0.10013,0.0974239,0.0992315,76525586.295332
1984-09-11,0.10013,0.102846,0.10013,0.101049,180451874.77626
1984-09-12,0.101049,0.101641,0.0980066,0.0980066,157640102.52492
1984-09-13,0.10346,0.103754,0.10346,0.10346,245518630.11974
1984-09-14,0.103754,0.10736,0.103754,0.10495,292335803.43719
1984-09-17,0.107676,0.109178,0.107676,0.107676,228250569.55885
1984-09-18,0.107676,0.108565,0.103754,0.103754,115226112.83191
1984-09-19,0.103754,0.10495,0.101641,0.101641,125862763.03932
1984-09-20,0.101938,0.102846,0.101938,0.101938,78355891.528485
1984-09-21,0.101938,0.10495,0.0998239,0.101049,118223408.41933
1984-09-24,0.101049,0.101641,0.10013,0.10013,93554928.38315
1984-09-25,0.0998239,0.0998239,0.0980066,0.0980066,197507733.82648
1984-09-26,0.0980066,0.102529,0.0968212,0.0968212,131406575.97819
1984-09-27,0.0968212,0.0974239,0.0968212,0.0968212,125438353.94308
1984-09-28,0.0968212,0.0968212,0.092594,0.0944014,276394064.83889
1984-10-01,0.0941151,0.0941151,0.0922879,0.0922879,115783123.95238
1984-10-02,0.0928905,0.096209,0.0928905,0.0928905,140027248.55398
1984-10-03,0.0944014,0.0959027,0.0944014,0.0944014,142600267.68059
1984-10-04,0.0955867,0.096209,0.0955867,0.0955867,148594984.40346
1984-10-05,0.0955867,0.0955867,0.0928905,0.0935026,115544422.69155
1984-10-08,0.0935026,0.0941151,0.0935026,0.0935026,55623662.064464
1984-10-09,0.0935026,0.0941151,0.092594,0.092594,148329712.51856
1984-10-10,0.092594,0.092594,0.0898681,0.0898681,432044786.68085
1984-10-11,0.0898681,0.0922879,0.0892754,0.0892754,216420287.49924
1984-10-12,0.0892754,0.0898681,0.084732,0.0853445,314749750.37867
1984-10-15,0.0901645,0.0910731,0.0901645,0.0901645,288065225.88692
1984-10-16,0.0901645,0.0904804,0.0898681,0.0898681,139762070.83012
1984-10-17,0.0935026,0.0941151,0.0935026,0.0935026,185491765.19363
1984-10-18,0.096209,0.0968212,0.096209,0.096209,292680633.29668
